NM_001001398.2 fgf6a
XM_068216787.1 pax7b
XM_068216788.1 ikzf4
XM_068216789.1 ikzf4
XM_068216790.1 rnf207b
XM_068216791.1 sgk2a
XM_068216792.1 tnnt2a
XM_068216793.1 scn8aa
XM_068216794.1 scn8aa
XM_068216795.1 scn8aa
XM_068216796.1 scn8aa
XM_068216797.1 scn8aa
XM_068216798.1 slc16a7
XM_068216799.1 glyr1
XM_068216800.1 ormdl2
XM_068216801.1 glyr1
XM_068216802.1 glyr1
XM_068216803.1 ubxn10
XM_068216804.1 znf740b
XM_068216805.1 mtfr2
XM_068216806.1 nol4lb
XM_068216807.1 snai1b
XM_068216808.1 cyp17a2
XM_068216809.1 cyp17a2
XM_068216810.1 cyp17a2
XM_068216811.1 LOC137489062
XM_068216812.1 tgm1l5
XM_068216813.1 LOC137489063
XM_068216814.1 si:ch73-160p18.3
XM_068216815.1 dnai3
XM_068216816.1 LOC101883924
XM_068216817.1 LOC100001805
XM_068216818.1 il4r.1
XM_068216819.1 zmp:0000000926
XM_068216820.1 zmp:0000000926
XM_068216821.1 rbm10
XM_068216822.1 cc2d2a
XM_068216823.1 LOC101886810
XM_068216824.1 LOC101886810
XM_068216825.1 LOC137489066
XM_068216826.1 LOC569441
XM_068216827.1 LOC101882228
XM_068216828.1 ggt7
XM_068216829.1 dhx35
XM_068216830.1 si:dkey-9l20.3
XM_068216831.1 eps8l1a
XM_068216832.1 LOC137489075
XM_068216833.1 LOC137489076
XM_068216834.1 LOC137489077
XM_068216835.1 LOC137489078
XM_068216836.1 LOC137489079
XM_068216837.1 LOC137489079
XM_068216838.1 LOC108181461
XM_068216839.1 rnf213a
XM_068216840.1 tulp1a
XM_068216841.1 tulp1a
XM_068216842.1 tulp1a
XM_068216843.1 tulp1a
XM_068216844.1 tulp1a
XM_068216845.1 tulp1a
XM_068216846.1 tead3a
XM_068216847.1 nav1a
XM_068216848.1 nav1a
XM_068216849.1 nav1a
XM_068216850.1 nav1a
XM_068216851.1 nav1a
XM_068216852.1 nav1a
XM_068216853.1 LOC101884253
XM_068216854.1 LOC101885790
XM_068216855.1 LOC101885790
XM_068216856.1 si:ch211-117c9.5
XM_068216857.1 ftr59
XM_068216858.1 ddx42
XM_068216859.1 hck
XM_068216860.1 myt1b
XM_068216861.1 myt1b
XM_068216862.1 myt1b
XM_068216863.1 myt1b
XM_068216864.1 myt1b
XM_068216865.1 myt1b
XM_068216866.1 myt1b
XM_068216867.1 myt1b
XM_068216868.1 plxnb1a
XM_068216869.1 LOC110438311
XM_068216870.1 si:dkey-178k16.1
XM_068216871.1 sycp2
XM_068216872.1 pigt
XM_068216873.1 LOC137489099
XM_068216874.1 si:dkey-150i13.2
XM_068216875.1 uckl1b
XM_068216876.1 zbtb46
XM_068216877.1 g6pd
XM_068216878.1 g6pd
XM_068216879.1 spmip11
XM_068216880.1 arhgap46b
XM_068216881.1 LOC137489104
XM_068216882.1 LOC137489105
XM_068216883.1 nfascb
XM_068216884.1 zgc:113295
XM_068216885.1 nfascb
XM_068216886.1 nfascb
XM_068216887.1 avpr2ab
XM_068216888.1 arhgap4b
XM_068216889.1 klhdc8b
XM_068216890.1 flnb
XM_068216891.1 flna
XM_068216892.1 usp19
XM_068216893.1 ccdc30
XM_068216894.1 trim35-9
XM_068216895.1 ubr4
XM_068216896.1 megf6a
XM_068216897.1 megf6a
XM_068216898.1 arhgef10lb
XM_068216899.1 arhgef10lb
XM_068216900.1 vps13d
XM_068216901.1 vps13d
XM_068216902.1 eif4g3b
XM_068216903.1 LOC137489121
XM_068216904.1 rerea
XM_068216905.1 LOC101883939
XM_068216906.1 ano11
XM_068216907.1 LOC137489127
XM_068216908.1 LOC137489128
XM_068216909.1 LOC137489130
XM_068216910.1 LOC137489130
XM_068216911.1 si:ch73-206d17.1
XM_068216912.1 hspg2
XM_068216913.1 LOC110438336
XM_068216914.1 znf750
XM_068216915.1 znf385a
XM_068216916.1 casz1
XM_068216917.1 casz1
XM_068216918.1 casz1
XM_068216919.1 casz1
XM_068216920.1 si:ch211-129o18.4
XM_068216921.1 myt1a
XM_068216922.1 LOC101887148
XM_068216923.1 lca5
XM_068216924.1 lca5
XM_068216925.1 nlrp12l
XM_068216926.1 LOC103909700
XM_068216927.1 casp6a
XM_068216928.1 LOC101886435
XM_068216929.1 LOC101886435
XM_068216930.1 slc41a3
XM_068216931.1 cpne9
XM_068216932.1 hipk1a
XM_068216933.1 syce2
XM_068216934.1 hipk1a
XM_068216935.1 acap3a
XM_068216936.1 plekhg5b
XM_068216937.1 plekhg5b
XM_068216938.1 tshz2
XM_068216939.1 tshz2
XM_068216940.1 LOC100331692
XM_068216941.1 LOC137489145
XM_068216942.1 sike1
XM_068216943.1 map7b
XM_068216944.1 map7b
XM_068216945.1 map7b
XM_068216946.1 map7b
XM_068216947.1 map7b
XM_068216948.1 map7b
XM_068216949.1 map7b
XM_068216950.1 fyco1a
XM_068216951.1 LOC137489149
XM_068216952.1 podn
XM_068216953.1 LOC101887079
XM_068216954.1 cyp2aa11
XM_068216955.1 cyp2aa11
XM_068216956.1 shisal2a
XM_068216957.1 cyp2ae1
XM_068216958.1 LOC103909721
XM_068216959.1 LOC137489152
XM_068216960.1 LOC108181393
XM_068216961.1 nfxl1
XM_068216962.1 si:ch73-375g18.1
XM_068216963.1 LOC108179134
XM_068216964.1 nppcl2
XM_068216965.1 LOC137489156
XM_068216966.1 LOC101882071
XM_068216967.1 LOC137489157
XM_068216968.1 LOC137489157
XM_068216969.1 ttc39b
XM_068216970.1 znhit6
XM_068216971.1 snphb
XM_068216972.1 snphb
XM_068216973.1 ntsr1
XM_068216974.1 LOC137489161
XM_068216975.1 LOC137489161
XM_068216976.1 LOC137489161
XM_068216977.1 fbxo44.8
XM_068216978.1 LOC137489162
XM_068216979.1 LOC137489163
XM_068216980.1 LOC137489164
XM_068216981.1 LOC137489165
XM_068216982.1 LOC137489166
XM_068216983.1 LOC137489167
XM_068216984.1 LOC100330487
XM_068216985.1 LOC110438332
XM_068216986.1 LOC137489169
XM_068216987.1 LOC100150353
XM_068216988.1 LOC561456
XM_068216989.1 si:dkey-93l1.6
XM_068216990.1 LOC137489170
XM_068216991.1 LOC137489171
XM_068216992.1 si:ch211-66i15.5
XM_068216993.1 LOC137489173
XM_068216994.1 LOC101885752
XM_068216995.1 LOC137489183
XM_068216996.1 rps6ka3b
XM_068216997.1 rps6ka3b
XM_068216998.1 thtpa
XM_068216999.1 plppr5b
XM_068217000.1 plppr5b
XM_068217001.1 zgc:171977
XM_068217002.1 zgc:171474
XM_068217003.1 zgc:171474
XM_068217004.1 zgc:171474
XM_068217005.1 crp3
XM_068217006.1 pde7a
XM_068217007.1 pde7a
XM_068217008.1 pde7a
XM_068217009.1 pde7a
XM_068217010.1 pde7a
XM_068217011.1 pde7a
XM_068217012.1 pde7a
XM_068217013.1 pde7a
XM_068217014.1 pde7a
XM_068217015.1 pde7a
XM_068217016.1 pde7a
XM_068217017.1 pde7a
XM_068217018.1 pde7a
XM_068217019.1 gorasp1b
XM_068217020.1 zgc:171750
XM_068217021.1 zgc:171750
XM_068217022.1 zgc:171750
XM_068217023.1 rhbdl1
XM_068217024.1 rhbdl1
XM_068217025.1 arhgap21a
XM_068217026.1 si:dkey-40h20.1
XM_068217027.1 si:dkey-40h20.1
XM_068217028.1 drd3
XM_068217029.1 lztfl1
XM_068217030.1 lztfl1
XM_068217031.1 pcmtd1
XM_068217032.1 cdv3
XM_068217033.1 mak
XM_068217034.1 mak
XM_068217035.1 pak1ip1
XM_068217036.1 sulf1
XM_068217037.1 sulf1
XM_068217038.1 sulf1
XM_068217039.1 sulf1
XM_068217040.1 sulf1
XM_068217041.1 sulf1
XM_068217042.1 nrp1a
XM_068217043.1 eif1b
XM_068217044.1 stau2
XM_068217045.1 oxsr1b
XM_068217046.1 myo3a
XM_068217047.1 cluap1
XM_068217048.1 pabpn1
XM_068217049.1 prpf4bb
XM_068217050.1 rarab
XM_068217051.1 gpa33a
XM_068217052.1 ppp1r42
XM_068217053.1 art4
XM_068217054.1 epb41l3a
XM_068217055.1 epb41l3a
XM_068217056.1 epb41l3a
XM_068217057.1 epb41l3a
XM_068217058.1 eloca
XM_068217059.1 gpa33a
XM_068217060.1 tfr1b
XM_068217061.1 ccdc191
XM_068217062.1 vstm2a
XM_068217063.1 rusf1
XM_068217064.1 si:ch211-40k21.9
XM_068217065.1 mybpc2b
XM_068217066.1 mybpc2b
XM_068217067.1 cbx6b
XM_068217068.1 cremb
XM_068217069.1 gad2
XM_068217070.1 gpa33a
XM_068217071.1 acbd5a
XM_068217072.1 acbd5a
XM_068217073.1 acbd5a
XM_068217074.1 LOC556668
XM_068217075.1 LOC556668
XM_068217076.1 itgb1a
XM_068217077.1 tnikb
XM_068217078.1 tnikb
XM_068217079.1 tbc1d10b
XM_068217080.1 tnikb
XM_068217081.1 tnikb
XM_068217082.1 tnikb
XM_068217083.1 tnikb
XM_068217084.1 wdr37
XM_068217085.1 tmem150b
XM_068217086.1 cntnap2a
XM_068217087.1 tmem150b
XM_068217088.1 nphp3
XM_068217089.1 adipoqa
XM_068217090.1 adipoqa
XM_068217091.1 cdip1
XM_068217092.1 larp4b
XM_068217093.1 larp4b
XM_068217094.1 larp4b
XM_068217095.1 larp4b
XM_068217096.1 trim35-24
XM_068217097.1 kcnc3b
XM_068217098.1 kcnc3b
XM_068217099.1 rnpc3
XM_068217100.1 dcaf11
XM_068217101.1 prkag2a
XM_068217102.1 prkag2a
XM_068217103.1 ankha
XM_068217104.1 sugct
XM_068217105.1 sugct
XM_068217106.1 sugct
XM_068217107.1 srcin1b
XM_068217108.1 srcin1b
XM_068217109.1 srcin1b
XM_068217110.1 srcin1b
XM_068217111.1 srcin1b
XM_068217112.1 igf2bp1
XM_068217113.1 ntn2
XM_068217114.1 ntn2
XM_068217115.1 trim55b
XM_068217116.1 rec8b
XM_068217117.1 ube2wb
XM_068217118.1 ctdspla
XM_068217119.1 cyp3c4
XM_068217120.1 ctdspla
XM_068217121.1 abcd4
XM_068217122.1 wdr48a
XM_068217123.1 fars2
XM_068217124.1 dtna
XM_068217125.1 ncoa2
XM_068217126.1 pkd1l1
XM_068217127.1 LOC137489197
XM_068217128.1 spag9a
XM_068217129.1 LOC103909759
XM_068217130.1 cdh19
XM_068217131.1 spag9a
XM_068217132.1 si:ch1073-59l16.1
XM_068217133.1 si:dkey-225n22.4
XM_068217134.1 spag9a
XM_068217135.1 nck1b
XM_068217136.1 spag9a
XM_068217137.1 adarb2
XM_068217138.1 adarb2
XM_068217139.1 adarb2
XM_068217140.1 spag9a
XM_068217141.1 pfkpa
XM_068217142.1 spag9a
XM_068217143.1 agtr1b
XM_068217144.1 spag9a
XM_068217145.1 si:dkey-105h11.2
XM_068217146.1 si:ch211-157j23.5
XM_068217147.1 spag9a
XM_068217148.1 si:ch211-37e10.1
XM_068217149.1 dpp6a
XM_068217150.1 LOC560947
XM_068217151.1 LOC560947
XM_068217152.1 LOC560947
XM_068217153.1 rpgrip1
XM_068217154.1 rpgrip1
XM_068217155.1 ofcc1
XM_068217156.1 dlgap1b
XM_068217157.1 dlgap1b
XM_068217158.1 dlgap1b
XM_068217159.1 si:ch211-146l10.8
XM_068217160.1 pou6f2
XM_068217161.1 pou6f2
XM_068217162.1 pou6f2
XM_068217163.1 LOC100001665
XM_068217164.1 LOC100001665
XM_068217165.1 LOC100001665
XM_068217166.1 gpm6ab
XM_068217167.1 asap1b
XM_068217168.1 asap1b
XM_068217169.1 asap1b
XM_068217170.1 si:dkey-12l12.1
XM_068217171.1 LOC137489218
XM_068217172.1 si:dkeyp-28d2.4
XM_068217173.1 msc
XM_068217174.1 zfhx2
XM_068217175.1 rttn
XM_068217176.1 rttn
XM_068217177.1 dnm2a
XM_068217178.1 LOC137489226
XM_068217179.1 dnm2a
XM_068217180.1 armc3
XM_068217181.1 armc3
XM_068217182.1 mllt10
XM_068217183.1 mllt10
XM_068217184.1 dnm2a
XM_068217185.1 mllt10
XM_068217186.1 mllt10
XM_068217187.1 mllt10
XM_068217188.1 dnm2a
XM_068217189.1 arfgef1
XM_068217190.1 dnm2a
XM_068217191.1 arfgef1
XM_068217192.1 LOC795699
XM_068217193.1 dnm2a
XM_068217194.1 vill
XM_068217195.1 atp8a2
XM_068217196.1 atp8a2
XM_068217197.1 atp8a2
XM_068217198.1 atp8a2
XM_068217199.1 atp8a2
XM_068217200.1 LOC100331291
XM_068217201.1 dnm2a
XM_068217202.1 ctnnd2a
XM_068217203.1 ctnnd2a
XM_068217204.1 ctnnd2a
XM_068217205.1 ctnnd2a
XM_068217206.1 dnm2a
XM_068217207.1 tcf24
XM_068217208.1 ifi35
XM_068217209.1 LOC561083
XM_068217210.1 cnksr2a
XM_068217211.1 cnksr2a
XM_068217212.1 cnksr2a
XM_068217213.1 cnksr2a
XM_068217214.1 cnksr2a
XM_068217215.1 cnksr2a
XM_068217216.1 cnksr2a
XM_068217217.1 cnksr2a
XM_068217218.1 cnksr2a
XM_068217219.1 cnksr2a
XM_068217220.1 cnksr2a
XM_068217221.1 cnksr2a
XM_068217222.1 map3k15
XM_068217223.1 map3k15
XM_068217224.1 tnk2a
XM_068217225.1 phldb2b
XM_068217226.1 phldb2b
XM_068217227.1 phldb2b
XM_068217228.1 LOC137489250
XM_068217229.1 LOC137489250
XM_068217230.1 LOC137489250
XM_068217231.1 lrrc31
XM_068217232.1 LOC137487259
XM_068217233.1 LOC137489252
XM_068217234.1 fn3krp
XM_068217235.1 LOC110437717
XM_068217236.1 aglb
XM_068217237.1 LOC137489256
XM_068217238.1 palmdb
XM_068217239.1 palmdb
XM_068217240.1 LOC137489258
XM_068217241.1 LOC137489260
XM_068217242.1 steap2
XM_068217243.1 cngb3.1
XM_068217244.1 cngb3.1
XM_068217245.1 itprid1
XM_068217246.1 LOC137489265
XM_068217247.1 LOC137489267
XM_068217248.1 st18
XM_068217249.1 sntg1
XM_068217250.1 LOC137489268
XM_068217251.1 LOC101882128
XM_068217252.1 LOC101882128
XM_068217253.1 LOC101882555
XM_068217254.1 dnaaf3
XM_068217255.1 si:dkey-224b4.5
XM_068217256.1 si:dkey-224b4.5
XM_068217257.1 si:dkey-224b4.5
XM_068217258.1 si:dkey-224b4.5
XM_068217259.1 si:dkey-224b4.5
XM_068217260.1 LOC110438362
XM_068217261.1 tbc1d24
XM_068217262.1 spsb3b
XM_068217263.1 dnah3
XM_068217264.1 katnip
XM_068217265.1 slc12a7b
XM_068217266.1 slc12a7b
XM_068217267.1 LOC572443
XM_068217268.1 LOC100004848
XM_068217269.1 sspo
XM_068217270.1 LOC100001114
XM_068217271.1 LOC100001114
XM_068217272.1 LOC100001114
XM_068217273.1 LOC100001114
XM_068217274.1 LOC100329748
XM_068217275.1 ttc21a
XM_068217276.1 LOC799914
XM_068217277.1 LOC799914
XM_068217278.1 LOC110438369
XM_068217279.1 igic1s1
XM_068217280.1 LOC100149821
XM_068217281.1 LOC137489276
XM_068217282.1 LOC137489277
XM_068217283.1 LOC101883268
XM_068217284.1 LOC103909792
XM_068217285.1 si:ch73-103b11.2
XM_068217286.1 si:ch73-103b11.2
XM_068217287.1 ccr12b.1
XM_068217288.1 LOC137489279
XM_068217289.1 LOC110438350
XM_068217290.1 col15a1a
XM_068217291.1 dynlrb2
XM_068217292.1 dynlrb2
XM_068217293.1 plex9.2
XM_068217294.1 svip
XM_068217295.1 svip
XM_068217296.1 cnot2
XM_068217297.1 gatd1
XM_068217298.1 mhc1lia
XM_068217299.1 mhc1lia
XM_068217300.1 tesmin
XM_068217301.1 tesmin
XM_068217302.1 tesmin
XM_068217303.1 tesmin
XM_068217304.1 syt8
XM_068217305.1 prc1a
XM_068217306.1 prc1a
XM_068217307.1 lamb4
XM_068217308.1 wt1a
XM_068217309.1 wt1a
XM_068217310.1 wt1a
XM_068217311.1 wt1a
XM_068217312.1 smurf2
XM_068217313.1 pax6a
XM_068217314.1 pax6a
XM_068217315.1 smurf2
XM_068217316.1 pax6a
XM_068217317.1 rag1
XM_068217318.1 det1
XM_068217319.1 ppp6r3
XM_068217320.1 ppp6r3
XM_068217321.1 ppp6r3
XM_068217322.1 ppp6r3
XM_068217323.1 ppp6r3
XM_068217324.1 hmg20a
XM_068217325.1 hmg20a
XM_068217326.1 hmg20a
XM_068217327.1 hmg20a
XM_068217328.1 hmg20a
XM_068217329.1 hmg20a
XM_068217330.1 mxg
XM_068217331.1 nptna
XM_068217332.1 nptna
XM_068217333.1 nptna
XM_068217334.1 slc13a1
XM_068217335.1 scn4ab
XM_068217336.1 sh3gl3b
XM_068217337.1 slc5a12
XM_068217338.1 nup160
XM_068217339.1 wwox
XM_068217340.1 nprl3
XM_068217341.1 tpm1
XM_068217342.1 tpm1
XM_068217343.1 tpm1
XM_068217344.1 tpm1
XM_068217345.1 tpm1
XM_068217346.1 tpm1
XM_068217347.1 tpm1
XM_068217348.1 tnni2a.2
XM_068217349.1 bnip2
XM_068217350.1 ints12
XM_068217351.1 zgc:77158
XM_068217352.1 zgc:77158
XM_068217353.1 pus7
XM_068217354.1 uba2
XM_068217355.1 e2f4
XM_068217356.1 tnni4b.2
XM_068217357.1 gpatch8
XM_068217358.1 gpatch8
XM_068217359.1 gpatch8
XM_068217360.1 rbpms2a
XM_068217361.1 cstpp1
XM_068217362.1 gpatch8
XM_068217363.1 ciapin1
XM_068217364.1 ciapin1
XM_068217365.1 hsd17b2
XM_068217366.1 rlig1
XM_068217367.1 kdm7ab
XM_068217368.1 cyp2x6
XM_068217369.1 erc1a
XM_068217370.1 erc1a
XM_068217371.1 sqor
XM_068217372.1 tnni4b.3
XM_068217373.1 lrrc4ca
XM_068217374.1 lrrc4ca
XM_068217375.1 lrrc4ca
XM_068217376.1 lrrc4ca
XM_068217377.1 lrrc4ca
XM_068217378.1 ccdc34
XM_068217379.1 rpgrip1l
XM_068217380.1 rpgrip1l
XM_068217381.1 pparab
XM_068217382.1 adpgk
XM_068217383.1 fezf1
XM_068217384.1 abhd2b
XM_068217385.1 lrrk2
XM_068217386.1 lrrk2
XM_068217387.1 lrrk2
XM_068217388.1 cep290
XM_068217389.1 cep290
XM_068217390.1 cep290
XM_068217391.1 atp2b1b
XM_068217392.1 atp2b1b
XM_068217393.1 atp2b1b
XM_068217394.1 si:dkey-106c17.2
XM_068217395.1 ccdc73
XM_068217396.1 ush1c
XM_068217397.1 hipk3a
XM_068217398.1 ano10b
XM_068217399.1 pot1
XM_068217400.1 pot1
XM_068217401.1 agbl2
XM_068217402.1 agbl2
XM_068217403.1 ehf
XM_068217404.1 ehf
XM_068217405.1 ntrk3a
XM_068217406.1 c2cd4a
XM_068217407.1 mical2b
XM_068217408.1 mical2b
XM_068217409.1 mical2b
XM_068217410.1 mical2b
XM_068217411.1 kif15
XM_068217412.1 cyp19a1b
XM_068217413.1 ndrg4
XM_068217414.1 ndrg4
XM_068217415.1 ndrg4
XM_068217416.1 pthlhb
XM_068217417.1 zgc:153935
XM_068217418.1 pgghg
XM_068217419.1 pgghg
XM_068217420.1 tmem266
XM_068217421.1 spam1
XM_068217422.1 trim44
XM_068217423.1 znf609a
XM_068217424.1 si:dkey-80c24.1
XM_068217425.1 cyp11a1.1
XM_068217426.1 cyp11a1.1
XM_068217427.1 cyp11a1.1
XM_068217428.1 LOC137489292
XM_068217429.1 sc:d0202
XM_068217430.1 LOC101887189
XM_068217431.1 sc:d0202
XM_068217432.1 epx
XM_068217433.1 LOC100536949
XM_068217434.1 LOC108181583
XM_068217435.1 LOC137489293
XM_068217436.1 sc:d0202
XM_068217437.1 LOC137489294
XM_068217438.1 LOC100149773
XM_068217439.1 mhc1lea
XM_068217440.1 LOC137489295
XM_068217441.1 LOC566482
XM_068217442.1 galnt8a.2
XM_068217443.1 fbxl13
XM_068217444.1 chrm2b
XM_068217445.1 LOC137489296
XM_068217446.1 LOC137489297
XM_068217447.1 LOC110438387
XM_068217448.1 LOC110437778
XM_068217449.1 LOC108181586
XM_068217450.1 LOC108181650
XM_068217451.1 LOC137489298
XM_068217452.1 ptprjb.1
XM_068217453.1 LOC110438372
XM_068217454.1 LOC137489299
XM_068217455.1 LOC100535114
XM_068217456.1 LOC137489300
XM_068217457.1 LOC137489301
XM_068217458.1 LOC137489301
XM_068217459.1 srpk2
XM_068217460.1 srpk2
XM_068217461.1 LOC101885865
XM_068217462.1 brd4
XM_068217463.1 cln6b
XM_068217464.1 cln6b
XM_068217465.1 calml4b
XM_068217466.1 calml4b
XM_068217467.1 rab3il1
XM_068217468.1 rab3il1
XM_068217469.1 rab3il1
XM_068217470.1 rab3il1
XM_068217471.1 LOC555645
XM_068217472.1 si:ch211-272n13.3
XM_068217473.1 si:ch211-272n13.3
XM_068217474.1 si:ch211-272n13.3
XM_068217475.1 cep112
XM_068217476.1 lrrc10b
XM_068217477.1 zmp:0000001167
XM_068217478.1 zmp:0000001167
XM_068217479.1 LOC100535104
XM_068217480.1 LOC100535104
XM_068217481.1 LOC100535104
XM_068217482.1 LOC100535104
XM_068217483.1 shisal1b
XM_068217484.1 ap3b2
XM_068217485.1 LOC560863
XM_068217486.1 LOC560863
XM_068217487.1 myo5ab
XM_068217488.1 phf21ab
XM_068217489.1 phf21ab
XM_068217490.1 phf21ab
XM_068217491.1 phf21ab
XM_068217492.1 phf21ab
XM_068217493.1 phf21ab
XM_068217494.1 muc5.2
XM_068217495.1 LOC137489326
XM_068217496.1 polg
XM_068217497.1 polg
XM_068217498.1 akap13
XM_068217499.1 akap13
XM_068217500.1 agbl1
XM_068217501.1 agbl1
XM_068217502.1 LOC110438404
XM_068217503.1 LOC103909828
XM_068217504.1 LOC137489335
XM_068217505.1 si:dkeyp-50b9.1
XM_068217506.1 nav2b
XM_068217507.1 nav2b
XM_068217508.1 nav2b
XM_068217509.1 nav2b
XM_068217510.1 LOC137489338
XM_068217511.1 LOC103909832
XM_068217512.1 LOC137489340
XM_068217513.1 smc1b
XM_068217514.1 LOC137489341
XM_068217515.1 LOC137489342
XM_068217516.1 LOC568645
XM_068217517.1 dyrk4
XM_068217518.1 dyrk4
XM_068217519.1 pigy
XM_068217520.1 axin1
XM_068217521.1 armc10
XM_068217522.1 cax2
XM_068217523.1 cacna2d4b
XM_068217524.1 cacna2d4b
XM_068217525.1 cacna2d4b
XM_068217526.1 actb2
XM_068217527.1 acanb
XM_068217528.1 ppip5k1b
XM_068217529.1 ppip5k1b
XM_068217530.1 mxh
XM_068217531.1 LOC137489350
XM_068217532.1 magi2b
XM_068217533.1 osbpl5
XM_068217534.1 si:dkey-11e23.9
XM_068217535.1 b4galnt4a
XM_068217536.1 b4galnt4a
XM_068217537.1 brsk2a
XM_068217538.1 brsk2a
XM_068217539.1 acsbg1
XM_068217540.1 phrf1
XM_068217541.1 phrf1
XM_068217542.1 LOC137489364
XM_068217543.1 dapk2b
XM_068217544.1 si:ch211-91p5.3
XM_068217545.1 slc15a5
XM_068217546.1 prr5l
XM_068217547.1 tafa5b
XM_068217548.1 znf469
XM_068217549.1 znf469
XM_068217550.1 znf469
XM_068217551.1 lsp1a
XM_068217552.1 mmd
XM_068217553.1 tjp1b
XM_068217554.1 tjp1b
XM_068217555.1 tjp1b
XM_068217556.1 tjp1b
XM_068217557.1 tjp1b
XM_068217558.1 mmd
XM_068217559.1 tjp1b
XM_068217560.1 cep152
XM_068217561.1 LOC101882990
XM_068217562.1 tln2b
XM_068217563.1 LOC137489373
XM_068217564.1 dnaja
XM_068217565.1 ccdc136a
XM_068217566.1 zgc:123297
XM_068217567.1 ccdc136a
XM_068217568.1 LOC137489376
XM_068217569.1 LOC137489377
XM_068217570.1 LOC137489378
XM_068217571.1 h2bc1
XM_068217572.1 LOC137489379
XM_068217573.1 LOC137489379
XM_068217574.1 si:dkey-108k21.27
XM_068217575.1 ano3
XM_068217576.1 ano3
XM_068217577.1 ano3
XM_068217578.1 ano3
XM_068217579.1 gas2
XM_068217580.1 cpne8
XM_068217581.1 cpne8
XM_068217582.1 LOC137489381
XM_068217583.1 si:ch211-113a14.9
XM_068217584.1 LOC137489382
XM_068217585.1 si:ch211-113a14.15
XM_068217586.1 LOC137489383
XM_068217587.1 LOC137489384
XM_068217588.1 LOC137489385
XM_068217589.1 LOC137489386
XM_068217590.1 si:ch211-113a14.27
XM_068217591.1 LOC110438397
XM_068217592.1 tdrd12
XM_068217593.1 glg1a
XM_068217594.1 glg1a
XM_068217595.1 glg1a
XM_068217596.1 igl4v8
XM_068217597.1 pamr1b
XM_068217598.1 pamr1b
XM_068217599.1 LOC101886884
XM_068217600.1 cadps2
XM_068217601.1 LOC110438398
XM_068217602.1 LOC103910005
XM_068217603.1 LOC137489393
XM_068217604.1 nfixb
XM_068217605.1 nfixb
XM_068217606.1 si:dkeyp-93a5.3
XM_068217607.1 nfixb
XM_068217608.1 nfixb
XM_068217609.1 nfixb
XM_068217610.1 nfixb
XM_068217611.1 nfixb
XM_068217612.1 nfixb
XM_068217613.1 LOC137489409
XM_068217614.1 LOC108181755
XM_068217615.1 LOC137489411
XM_068217616.1 nfixb
XM_068217617.1 nfixb
XM_068217618.1 nfixb
XM_068217619.1 nfixb
XM_068217620.1 LOC137489451
XM_068217621.1 LOC137489452
XM_068217622.1 asb16
XM_068217623.1 LOC137489455
XM_068217624.1 LOC137489456
XM_068217625.1 LOC137489457
XM_068217626.1 LOC101885193
XM_068217627.1 LOC137489462
XM_068217628.1 LOC137489465
XM_068217629.1 LOC100537466
XM_068217630.1 LOC101886946
XM_068217631.1 LOC137489469
XM_068217632.1 LOC137489470
XM_068217633.1 LOC137489471
XM_068217634.1 LOC137489472
XM_068217635.1 LOC137489473
XM_068217636.1 LOC137489474
XM_068217637.1 LOC137489476
XM_068217638.1 LOC137489476
XM_068217639.1 LOC137489476
XM_068217640.1 LOC137489477
XM_068217641.1 LOC137489478
XM_068217642.1 LOC137489479
XM_068217643.1 LOC101886704
XM_068217644.1 LOC103909912
XM_068217645.1 LOC137489481
XM_068217646.1 LOC137489482
XM_068217647.1 mybpc2a
XM_068217648.1 mybpc2a
XM_068217649.1 rgs9a
XM_068217650.1 prkar1b
XM_068217651.1 rpusd1
XM_068217652.1 LOC137489616
XM_068217653.1 LOC137489620
XM_068217654.1 LOC137489621
XM_068217655.1 LOC137489621
XM_068217656.1 LOC108183922
XM_068217657.1 LOC101887126
XM_068217658.1 LOC137489627
XM_068217659.1 LOC101883592
XM_068217660.1 LOC101883592
XM_068217661.1 LOC101883592
XM_068217662.1 LOC137489629
XM_068217663.1 LOC137489630
XM_068217664.1 pdpk1a
XM_068217665.1 LOC137489655
XM_068217666.1 LOC137489656
XM_068217667.1 LOC101886493
XM_068217668.1 LOC137489657
XM_068217669.1 LOC137489658
XM_068217670.1 LOC100534892
XM_068217671.1 LOC100534892
XM_068217672.1 LOC137489659
XM_068217673.1 LOC108182124
XM_068217674.1 zgc:153968
XM_068217675.1 LOC137489660
XM_068217676.1 LOC100149669
XM_068217677.1 LOC103909917
XM_068217678.1 LOC137489663
XM_068217679.1 LOC103909914
XM_068217680.1 LOC110438419
XM_068217681.1 LOC101886348
XM_068217682.1 gps1
XM_068217683.1 LOC110438551
XM_068217684.1 LOC110438551
XM_068217685.1 LOC110438551
XM_068217686.1 LOC137489669
XM_068217687.1 LOC100534908
XM_068217688.1 LOC137489670
XM_068217689.1 LOC137489672
XM_068217690.1 LOC108182198
XM_068217691.1 tmem205
XM_068217692.1 LOC795531
XM_068217693.1 LOC565999
XM_068217694.1 LOC565999
XM_068217695.1 LOC565999
XM_068217696.1 LOC101885776
XM_068217697.1 LOC137489690
XM_068217698.1 LOC101884876
XM_068217699.1 si:ch1073-464p5.2
XM_068217700.1 LOC108182217
XM_068217701.1 LOC137489693
